SolarRad.,TempOut,OutHum,Hora
594.666666666667,15.133333333333301,69.3333333333333,9
836,17.2666666666667,59.3333333333333,10
661.333333333333,18.1333333333333,53.5,11
977.166666666667,20.4333333333333,49.1666666666667,12
505.833333333333,19.3666666666667,51.8333333333333,13
341.166666666667,19.2,49.3333333333333,14
135.5,17.8166666666667,56.3333333333333,15
49.1666666666667,15.2166666666667,67.6666666666667,16
26.3333333333333,14.0666666666667,73.6666666666667,17
0,13.7666666666667,75.1666666666667,18
0,13.2333333333333,78.5,19
0,12.633333333333301,81,20
0,11.9666666666667,83.5,21
0,11.6166666666667,85,22
0,11.5,85.8333333333333,23
0,11.65,86.3333333333333,0
0,11.5333333333333,89.5,1
0,11.1833333333333,91.6666666666667,2
0,11.05,92.1666666666667,3
0,10.633333333333301,92.5,4
0,10.6833333333333,91.6666666666667,5
23,11.2833333333333,90.6666666666667,6
101.166666666667,12.0333333333333,89,7
426.166666666667,14.3,77.1666666666667,8
795.666666666667,16.7166666666667,66.1666666666667,9
437.833333333333,17.85,61,10
316.333333333333,17.3833333333333,63.1666666666667,11
351.666666666667,17.2,62.8333333333333,12
531.833333333333,17.6166666666667,64.5,13
574,18.0833333333333,61.8333333333333,14
287.166666666667,18.0833333333333,62.5,15
134.5,17.1833333333333,63.3333333333333,16
33.1666666666667,16.2166666666667,72.3333333333333,17
1.16666666666667,14.3666666666667,82.5,18
0,12.9666666666667,87.1666666666667,19
0,12.9166666666667,86.5,20
0,12.6833333333333,86,21
0,12.2,87.8333333333333,22
0,12.2,89.3333333333333,23
0,12.0666666666667,90.3333333333333,0
0,11.55,92.8333333333333,1
0,11.1833333333333,93.1666666666667,2
0,11.0333333333333,94.5,3
0,10.4333333333333,95,4
0,10.7,96,5
10.6666666666667,10.9333333333333,95.1666666666667,6
106.666666666667,11.9,90.3333333333333,7
199.666666666667,13.383333333333301,84.6666666666667,8
286.166666666667,14.45,80.6666666666667,9
676.166666666667,16.7666666666667,72,10
476,16.7,69.6666666666667,11
826.333333333333,18.1,68,12
399,17.5833333333333,65.5,13
313.333333333333,17.1833333333333,65.3333333333333,14
204.5,16.35,66.8333333333333,15
249.833333333333,17.0333333333333,63.3333333333333,16
58.1666666666667,15.6,70.1666666666667,17
1,14.4666666666667,74.1666666666667,18
0,13.5333333333333,78.3333333333333,19
0,12.2833333333333,84,20
0,11.633333333333301,86.3333333333333,21
0,12.6,84.5,22
0,12.55,85.5,23
0,12.2,86.8333333333333,0
0,11.8166666666667,88.1666666666667,1
0,11.9,88.3333333333333,2
0,11.6166666666667,89.8333333333333,3
0,11.4166666666667,89.6666666666667,4
0,11.5333333333333,89,5
9.83333333333333,10.75,91.3333333333333,6
60.5,11.5666666666667,89.6666666666667,7
168.333333333333,12.85,86.8333333333333,8
346,15.0166666666667,78,9
350,15.4833333333333,76.6666666666667,10
696.333333333333,15.7166666666667,80.5,11
800.666666666667,17.0666666666667,72.5,12
815.333333333333,16.3,74,13
614.166666666667,17.0333333333333,70.3333333333333,14
210.333333333333,15.7166666666667,71.5,15
226.833333333333,15.9333333333333,68.3333333333333,16
30.1666666666667,14.4166666666667,74.1666666666667,17
0.833333333333333,13.3666666666667,77.6666666666667,18
0,13.4833333333333,75.3333333333333,19
0,12.6666666666667,74.6666666666667,20
0,11.9333333333333,76.1666666666667,21
0,11.6833333333333,78,22
0,11.3166666666667,81.3333333333333,23
0,11.133333333333301,82.6666666666667,0
0,10.883333333333301,83.5,1
0,10.7333333333333,81.8333333333333,2
0,10.65,80.8333333333333,3
0,9.45,86.1666666666667,4
0,8.83333333333333,87,5
13.5,9.55,85.5,6
75.3333333333333,11.2666666666667,81.3333333333333,7
212,13.05,73.5,8
402.5,14.8,67.3333333333333,9
891.166666666667,16.65,62.3333333333333,10
961.5,18.15,52.6666666666667,11
1058.16666666667,19.5666666666667,48.3333333333333,12
954.166666666667,19.2,50.3333333333333,13
763.166666666667,18.95,52.6666666666667,14
493.833333333333,18,55.3333333333333,15
277.333333333333,17.2166666666667,57.1666666666667,16
63.1666666666667,15.65,61.3333333333333,17
1.5,13.883333333333301,68,18
0,12.75,73.3333333333333,19
0,12.4666666666667,73.1666666666667,20
0,11.75,75.1666666666667,21
0,10.2166666666667,79.3333333333333,22
0,9.16666666666667,81.3333333333333,23
0,8.38333333333333,81.6666666666667,0
0,6.41666666666667,88,1
0,5.7,90.5,2
0,5.21666666666667,92.6666666666667,3
0,6.38333333333333,93.1666666666667,4
0,6.91666666666667,91,5
20.1666666666667,6.3,92.3333333333333,6
155,8.56666666666667,87.6666666666667,7
525.5,13.3666666666667,71.8333333333333,8
748.666666666667,15.5,61.8333333333333,9
825.666666666667,16.6,58.1666666666667,10
921.166666666667,17.0666666666667,57.1666666666667,11
981.833333333333,18.3666666666667,51.6666666666667,12
951.333333333333,19.3333333333333,49.5,13
773.5,18.7666666666667,50.8333333333333,14
328,17.25,54.6666666666667,15
112.166666666667,15.8166666666667,59.6666666666667,16
34.5,14.6666666666667,65.3333333333333,17
1.5,13.5,72.6666666666667,18
0,12.4,81.3333333333333,19
0,11.2333333333333,84.3333333333333,20
0,9.8,87.6666666666667,21
0,8.18333333333333,90.3333333333333,22
0,7.51666666666667,93,23
0,8.28333333333333,94,0
0,9.08333333333333,92.3333333333333,1
0,7.9,92.6666666666667,2
0,7.5,94.1666666666667,3
0,7.35,94.5,4
0,6.71666666666667,94.5,5
5.5,7.76666666666667,96,6
37,9.73333333333333,93.1666666666667,7
164.5,11.8333333333333,85.8333333333333,8
418.333333333333,13.9166666666667,77.5,9
417,15.3166666666667,71.5,10
796.5,17,64.8333333333333,11
846.833333333333,18.2833333333333,58.5,12
752.166666666667,18.9,52.5,13
636.833333333333,18.6833333333333,48.3333333333333,14
418.833333333333,17.8333333333333,51.6666666666667,15
233.833333333333,16.5833333333333,54.5,16
63.1666666666667,15.0166666666667,60.3333333333333,17
0.5,13.65,68.5,18
0,12.5666666666667,73.8333333333333,19
0,11.0833333333333,79,20
0,9.31666666666667,84.1666666666667,21
0,8.53333333333333,88,22
0,7.56666666666667,89.8333333333333,23
0,6.46666666666667,90.8333333333333,0
0,6.01666666666667,91.8333333333333,1
0,5.41666666666667,92.3333333333333,2
0,4.65,93.6666666666667,3
0,5.41666666666667,95.3333333333333,4
0,5.53333333333333,94.5,5
16.6666666666667,5.31666666666667,95,6
187.333333333333,8.05,91.6666666666667,7
571,12.7666666666667,76.6666666666667,8
708,15.7666666666667,61.6666666666667,9
844.833333333333,17.4,55.8333333333333,10
955.333333333333,18.9666666666667,51.3333333333333,11
941.833333333333,20.0166666666667,48,12
809.833333333333,19.9166666666667,46.8333333333333,13
563.166666666667,19.4,48.5,14
373.5,18.2333333333333,52.3333333333333,15
283.666666666667,17.4333333333333,55.1666666666667,16
126.5,16.5333333333333,59,17
2.16666666666667,13.5833333333333,68.3333333333333,18
0,12.133333333333301,72,19
0,10.4333333333333,78.3333333333333,20
0,9,84.5,21
0,7.81666666666667,86.5,22
0,7.2,87.8333333333333,23
0,5.76666666666667,90.6666666666667,0
0,4.58333333333333,91.8333333333333,1
0,3.9,92.6666666666667,2
0,4.18333333333333,94,3
0,3.81666666666667,92.5,4
0,3.01666666666667,93.1666666666667,5
7.16666666666667,2.55,94.5,6
135.666666666667,4.63333333333333,93.6666666666667,7
440.166666666667,11.25,73.8333333333333,8
666.166666666667,15.0666666666667,56,9
836.666666666667,17.55,45.3333333333333,10
935.166666666667,19.0833333333333,43.6666666666667,11
969.333333333333,20.0833333333333,43.1666666666667,12
934.833333333333,20.7333333333333,44.6666666666667,13
621.333333333333,20.85,44.1666666666667,14
575.5,20.2833333333333,48,15
365.833333333333,19.05,49,16
84,16.6166666666667,52.5,17
2,14.3,61,18
0,12.8166666666667,68.6666666666667,19
0,11.7166666666667,74.3333333333333,20
0,10.2666666666667,80.5,21
0,9.93333333333333,81.3333333333333,22
0,8,86.1666666666667,23
0,7.25,89.8333333333333,0
0,6.86666666666667,92.5,1
0,5.7,93,2
0,5.06666666666667,94.3333333333333,3
0,4.6,94.8333333333333,4
0,4.51666666666667,95.6666666666667,5
6.33333333333333,5.06666666666667,96.5,6
142.833333333333,6.33333333333333,96.8333333333333,7
295,10.3333333333333,88.5,8
444.833333333333,13.4,75.3333333333333,9
678.833333333333,16.25,62.6666666666667,10
766.666666666667,18.85,52.1666666666667,11
568.833333333333,19.5,52,12
437.333333333333,19.7833333333333,50.5,13
618.333333333333,20,47.5,14
414.166666666667,19.9,42.8333333333333,15
207.333333333333,18.9,49.1666666666667,16
77.1666666666667,16.8,59.1666666666667,17
1.66666666666667,14.5666666666667,65.6666666666667,18
0,12.6166666666667,72.6666666666667,19
0,10.9333333333333,78,20
0,10.0166666666667,81.3333333333333,21
0,8.43333333333333,86.6666666666667,22
0,8.05,88.1666666666667,23
0,6.85,91.6666666666667,0
0,5.96666666666667,92.5,1
0,5.5,94,2
0,5.05,94.3333333333333,3
0,4.41666666666667,95.1666666666667,4
0,5.25,96.1666666666667,5
7.16666666666667,5.75,96,6
163.166666666667,6.78333333333333,96.8333333333333,7
441.166666666667,12.2833333333333,83.6666666666667,8
661.166666666667,15.4833333333333,69.5,9
787.833333333333,17.4833333333333,63,10
690.166666666667,19.3833333333333,52.3333333333333,11
812.333333333333,20.1833333333333,48.1666666666667,12
798.833333333333,20.9833333333333,46,13
527.166666666667,20.6166666666667,47.1666666666667,14
408.666666666667,20.75,46.1666666666667,15
258.666666666667,19.5166666666667,56.5,16
69,18.1,63.5,17
2.33333333333333,15.4666666666667,73.6666666666667,18
0,12.6666666666667,81.1666666666667,19
0,11.9833333333333,82.6666666666667,20
0,11.85,84.6666666666667,21
0,10.9333333333333,87,22
0,9.56666666666667,90,23
0,8.98333333333333,90.6666666666667,0
0,7.85,91.8333333333333,1
0,7.11666666666667,93.3333333333333,2
0,6.25,94.1666666666667,3
0,5.53333333333333,94.5,4
0,4.7,94.6666666666667,5
7,4.45,95.8333333333333,6
136.666666666667,6.63333333333333,96.6666666666667,7
445.166666666667,12.1666666666667,87.5,8
679.166666666667,15.3166666666667,75.3333333333333,9
805,18.4,64.3333333333333,10
310.5,19.6666666666667,58.3333333333333,11
823.5,21.2333333333333,52.5,12
382.666666666667,21.5833333333333,49.6666666666667,13
284.333333333333,20.75,51,14
109.5,19.8666666666667,50.1666666666667,15
91,19.15,62,16
75.1666666666667,18.3666666666667,69.8333333333333,17
5.33333333333333,16.45,74.8333333333333,18
0,13.5333333333333,81.1666666666667,19
0,12.1,83.8333333333333,20
0,12.5166666666667,83.8333333333333,21
0,12.4666666666667,85.6666666666667,22
0,11.7833333333333,88,23
0,11.4833333333333,89.6666666666667,0
0,11.4333333333333,91,1
0,11.1166666666667,91.3333333333333,2
0,9.33333333333333,91.3333333333333,3
0,7.75,93.1666666666667,4
0,8.38333333333333,95.8333333333333,5
20.5,10.4166666666667,94.5,6
145.5,11.5666666666667,90.6666666666667,7
467.5,14.3666666666667,80.1666666666667,8
461.333333333333,16.5,71.5,9
308.666666666667,17.05,67.6666666666667,10
609.833333333333,17.75,67.5,11
463.666666666667,19.1166666666667,63.5,12
494,20.5833333333333,56.8333333333333,13
516.333333333333,21.2166666666667,56.6666666666667,14
335.833333333333,20.3833333333333,58.1666666666667,15
171.833333333333,19.4166666666667,63.1666666666667,16
61,17.5166666666667,68.5,17
3.33333333333333,15.3666666666667,75.3333333333333,18
0,13.4333333333333,81,19
0,13.2833333333333,81.6666666666667,20
0,12.383333333333301,85.5,21
0,10.0166666666667,89.3333333333333,22
0,9.35,91.8333333333333,23
0,9.9,91.6666666666667,0
0,10.05,91.8333333333333,1
0,9.86666666666667,93.3333333333333,2
0,9.58333333333333,93.1666666666667,3
0,8.6,92.8333333333333,4
0,7.68333333333333,94.8333333333333,5
8.5,9.3,94.5,6
132,9.8,94,7
438.833333333333,12.95,85.3333333333333,8
671.5,15.383333333333301,77.5,9
654.5,18.0666666666667,67.8333333333333,10
511.666666666667,19.8833333333333,61.6666666666667,11
899.666666666667,21.8666666666667,56.8333333333333,12
1027.16666666667,24.55,49.1666666666667,13
801,23.9333333333333,49.1666666666667,14
615.666666666667,23.35,50.3333333333333,15
163.166666666667,21.1333333333333,55.8333333333333,16
38,18.3,64.3333333333333,17
2.5,17.1666666666667,69.3333333333333,18
0,15.7166666666667,73,19
0,14.5666666666667,78.1666666666667,20
0,12.5666666666667,84.5,21
0,10.6666666666667,88,22
0,9.26666666666667,90.6666666666667,23
0,8.36666666666667,92.6666666666667,0
0,7.75,93.8333333333333,1
0,6.9,94,2
0,6.43333333333333,94.8333333333333,3
0,6.05,95.3333333333333,4
0,6.65,96.3333333333333,5
7.5,6.6,96.3333333333333,6
121.833333333333,7.46666666666667,96.8333333333333,7
443.666666666667,11.3166666666667,92.6666666666667,8
653.5,14.0333333333333,83,9
747.666666666667,16.8,74.5,10
554.333333333333,18.75,67.6666666666667,11
434.666666666667,19.75,64,12
442.5,20.5166666666667,57.8333333333333,13
383.333333333333,21.2,53.8333333333333,14
216.5,20.1833333333333,56.8333333333333,15
127,19.1833333333333,69.3333333333333,16
73.3333333333333,17.7166666666667,75,17
6.83333333333333,15.85,80.3333333333333,18
0,14.2,82.8333333333333,19
0,12.6166666666667,86.3333333333333,20
0,12.633333333333301,88.5,21
0,12.8166666666667,86.6666666666667,22
0,12.6,87.3333333333333,23
0,11.7333333333333,88,0
0,9.31666666666667,90.3333333333333,1
0,7.86666666666667,92.8333333333333,2
0,7.05,93.6666666666667,3
0,6.38333333333333,94.1666666666667,4
0,5.83333333333333,94.6666666666667,5
15.6666666666667,5.48333333333333,95.3333333333333,6
167.333333333333,8.55,96.5,7
345.833333333333,11.8,89.8333333333333,8
486.833333333333,14.5,80.1666666666667,9
396.666666666667,17.1333333333333,68.8333333333333,10
558.833333333333,18.05,63.1666666666667,11
736,20.4666666666667,55.1666666666667,12
483.833333333333,20.2833333333333,54.8333333333333,13
416.166666666667,20.5333333333333,54,14
