As of Date,Fund Name,Donor Name,Donor Country Code,Receipt Type,Receipt Quarter,Calendar Year,Receipt Currency,Receipt Amount,Contribution Type,Sub Account,Amount in USD,Sector/Theme
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Iceland,IS,Cash,OCT-DEC,2000,ISK,48000000,Capital,,550900.95,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Iceland,IS,Cash,JAN-MAR,2001,ISK,48000000,Capital,,552041.40,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Austria,AT,Cash,JAN-MAR,2012,EUR,4660573.00,Capital,,6078552.34,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Italy,IT,Cash,OCT-DEC,2000,USD,22186213.69,Capital,,22186213.69,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Austria,AT,Cash,JAN-MAR,2013,EUR,4660574.00,Capital,,6312281.43,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,APR-JUN,1998,USD,10097464.00,Capital,,10097464.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,JUL-SEP,2000,JPY,5000000000,Capital,,46388730.14,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,JAN-MAR,2012,EUR,4486666.00,Capital,,5760654.81,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Note,OCT-DEC,2013,NOK,72320000.00,Capital,,11710034.15,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,JAN-MAR,2012,EUR,15556667.00,Capital,,19904755.43,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,JAN-MAR,2012,NOK,72310000.00,Capital,,12048956.01,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,JAN-MAR,2012,NOK,5409000.00,Capital,,901297.23,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2012,NOK,20850000.00,Capital,,3672520.46,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,JAN-MAR,2013,EUR,15556667.00,Capital,,20384678.60,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Note,APR-JUN,2013,EUR,3000000.00,Capital,,3920400.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,JAN-MAR,2012,NOK,15441000.00,Capital,,2602474.16,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JAN-MAR,2012,EUR,7000000.00,Capital,,9101400.02,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2012,NOK,72310000.00,Capital,,12736688.46,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,JAN-MAR,2013,EUR,4486666.00,Capital,,5879102.79,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Note,OCT-DEC,2013,NOK,20860000.00,Capital,,3377645.36,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Australia,AU,Cash,JAN-MAR,2000,USD,2200000.00,Capital,,2200000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Australia,AU,Cash,JUL-SEP,2000,USD,2200000.00,Capital,,2200000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,JAN-MAR,1998,CAD,6000000.00,Capital,,4174203.43,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,JUL-SEP,1999,CAD,2000000.00,Capital,,1335380.92,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,APR-JUN,1999,USD,24081505.28,Capital,,24081505.28,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,JAN-MAR,2000,CAD,109000000.00,Capital,,75020820.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,JAN-MAR,2001,CAD,15000000.00,Capital,,9531071.29,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,APR-JUN,2001,USD,1357799.57,Capital,,1357799.57,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Belgium,BE,Cash,APR-JUN,1999,USD,4036026.99,Capital,,4036026.99,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Belgium,BE,Cash,OCT-DEC,2000,BEF,418677914,Capital,,8970357.41,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Belgium,BE,Cash,JAN-MAR,2001,BEF,100000000,Capital,,2297725.08,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,BOAD,,Cash,APR-JUN,2001,EUR,1524490.17,Capital,,1337130.33,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,JAN-MAR,1997,DKK,25000000.00,Capital,,3683576.89,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,APR-JUN,1999,USD,3602559.59,Capital,,3602559.59,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Luxembourg,LU,Cash,APR-JUN,1999,USD,134738.86,Capital,,134738.86,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Luxembourg,LU,Cash,APR-JUN,2001,USD,7570.65,Capital,,7570.65,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,OCT-DEC,1997,USD,1000000.00,Capital,,1000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,APR-JUN,1999,USD,195000.00,Capital,,195000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,OCT-DEC,1999,USD,2360000.00,Capital,,2360000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,JAN-MAR,2001,USD,4094130.50,Capital,,4094130.50,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,JAN-MAR,2001,USD,791638.00,Capital,,791638.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,JAN-MAR,2001,USD,450834.00,Capital,,450834.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,New Zealand,NZ,Cash,APR-JUN,2000,NZD,3200000.00,Capital,,1568640.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,JAN-MAR,1997,NOK,25000000.00,Capital,,3592144.78,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,APR-JUN,1999,USD,4783124.26,Capital,,4783124.26,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,1997,NOK,161000000.00,Capital,,21889870.83,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,1998,NOK,90000000.00,Capital,,12027261.79,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2000,USD,19000000.00,Capital,,19000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,APR-JUN,2001,USD,18000000.00,Capital,,18000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Portugal,PT,Cash,OCT-DEC,1998,USD,7500000.00,Capital,,7500000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Spain,ES,Cash,OCT-DEC,1998,USD,15000000.00,Capital,,15000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Sweden,SE,Cash,OCT-DEC,1998,SEK,100000000.00,Capital,,12739664.95,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Sweden,SE,Cash,JAN-MAR,1999,SEK,125000000.00,Capital,,15224036.93,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,JAN-MAR,1997,USD,14604189.96,Capital,,14604189.96,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,OCT-DEC,1998,USD,13116187.72,Capital,,13116187.72,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,OCT-DEC,2000,CHF,25000000.00,Capital,,14870330.72,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JAN-MAR,1998,USD,10500000.00,Capital,,10500000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JUL-SEP,1999,GBP,9000000.00,Capital,,15034500.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JUL-SEP,1999,USD,11977501.64,Capital,,11977501.64,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JAN-MAR,2000,GBP,26681555.98,Capital,,41907652.72,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,OCT-DEC,2000,USD,40000000.00,Capital,,40000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,APR-JUN,2001,USD,14000000.00,Capital,,14000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,APR-JUN,1999,USD,24672145.28,Capital,,24672145.28,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,OCT-DEC,1999,USD,69543701.30,Capital,,69543701.30,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,OCT-DEC,2000,USD,7000000.00,Capital,,7000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Luxembourg,LU,Cash,APR-JUN,1997,LUF,8000000,Capital,,218270.21,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Luxembourg,LU,Cash,APR-JUN,1997,LUF,8000000,Capital,,218270.21,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Ireland,IE,Cash,APR-JUN,2001,IEP,4500000.00,Capital,,4864747.49,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Ireland,IE,Note,JUL-SEP,1999,IEP,11000000.00,Capital,,14775090.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Portugal,PT,Note,OCT-DEC,1998,USD,7500000.00,Capital,,7500000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Note,JUL-SEP,1998,DKK,125000000.00,Capital,,18367500.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,APR-JUN,2001,USD,270083.28,Capital,,270083.28,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Note,JAN-MAR,1998,NLG,75600000.00,Capital,,36442224.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,OCT-DEC,1997,XDR,5000000.00,Capital,,6835900.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,APR-JUN,1997,XDR,4813995.00,Capital,,6673400.57,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JUL-SEP,1998,XDR,33300000.00,Capital,,45618003.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JUL-SEP,1998,XDR,18700000.00,Capital,,25617317.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,OCT-DEC,1998,XDR,3910000.00,Capital,,5420081.10,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JUL-SEP,1999,XDR,3660000.00,Capital,,4863261.60,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JAN-MAR,2001,USD,1185600.00,Capital,,1185600.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JAN-MAR,2001,USD,10674400.00,Capital,,10674400.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Germany,DE,Cash,JUL-SEP,2001,DEM,40000000.00,Capital,,17942254.70,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United States,US,Note,JUL-SEP,2001,USD,122740000.00,Capital,,122740000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JUL-SEP,2001,FIM,29999999.98,Capital,,4610199.25,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Sweden,SE,Cash,OCT-DEC,2001,SEK,320000000.00,Capital,,30081690.59,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Greece,GR,Cash,OCT-DEC,2001,EUR,2500000.00,Capital,,2284127.50,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Australia,AU,Cash,OCT-DEC,2001,USD,2100000.00,Capital,,2100000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Spain,ES,Cash,OCT-DEC,2001,USD,25000000.00,Capital,,25000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Australia,AU,Cash,OCT-DEC,2001,USD,6977733.52,Capital,,6977733.52,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,OCT-DEC,2001,USD,210168.08,Capital,,210168.08,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Belgium,BE,Cash,OCT-DEC,2001,USD,235591.82,Capital,,235591.82,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,IBRD,,Cash,OCT-DEC,2001,USD,100000000.00,Capital,,100000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Austria,AT,Cash,OCT-DEC,2001,EUR,29069000.00,Capital,,26301631.20,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,OCT-DEC,2001,DKK,40000000.00,Capital,,4862335.14,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,OCT-DEC,2001,DKK,20000000.00,Capital,,2432202.36,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,EC/EU,,Cash,OCT-DEC,2001,EUR,210000000.00,Capital,,189787500.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,EC/EU,,Cash,OCT-DEC,2001,EUR,39999793.00,Capital,,36149812.92,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Germany,DE,Cash,OCT-DEC,2001,EUR,9369935.01,Capital,,8468078.77,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Italy,IT,Cash,OCT-DEC,2001,USD,813786.31,Capital,,813786.31,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Italy,IT,Cash,OCT-DEC,2001,USD,13199465.97,Capital,,13199465.97,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United States,US,Note,OCT-DEC,2001,USD,116300000.00,Capital,,116300000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,JAN-MAR,2002,CHF,23461959.00,Capital,,14155882.10,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Belgium,BE,Cash,JAN-MAR,2002,EUR,5453653.84,Capital,,4803769.18,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JAN-MAR,2002,USD,19000000.00,Capital,,19000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Iceland,IS,Cash,JAN-MAR,2002,ISK,47000000,Capital,,468827.93,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Iceland,IS,Cash,JAN-MAR,2002,ISK,43019250,Capital,,429119.70,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JAN-MAR,2002,USD,1000.00,Capital,,1000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,APR-JUN,2002,USD,58600000.00,Capital,,58600000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,APR-JUN,2002,USD,707934.58,Capital,,707934.58,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,APR-JUN,2002,USD,4929.00,Capital,,4929.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,APR-JUN,2002,USD,12000000.00,Capital,,12000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Germany,DE,Cash,APR-JUN,2002,EUR,5968821.00,Capital,,5602335.39,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,APR-JUN,2002,USD,2910000.00,Capital,,2910000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,APR-JUN,2002,USD,13600000.00,Capital,,13600000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,APR-JUN,2002,USD,1460000.00,Capital,,1460000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JUL-SEP,2002,EUR,5045637.79,Capital,,5123340.61,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Spain,ES,Cash,JUL-SEP,2002,USD,25000000.00,Capital,,25000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United States,US,Note,JUL-SEP,2002,USD,285375584.00,Capital,,285375584.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JUL-SEP,2002,USD,15000000.00,Capital,,15000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Italy,IT,Cash,JUL-SEP,2002,USD,10300534.03,Capital,,10300534.03,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Italy,IT,Cash,JUL-SEP,2002,USD,23500000.00,Capital,,23500000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,IBRD,,Cash,JUL-SEP,2002,USD,240000000.00,Capital,,240000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United States,US,Note,OCT-DEC,2002,USD,75584416.00,Capital,,75584416.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,OCT-DEC,2002,USD,8988509.00,Capital,,8988509.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,OCT-DEC,2002,USD,973585.00,Capital,,973585.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,OCT-DEC,2002,USD,9912223.00,Capital,,9912223.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,OCT-DEC,2002,USD,6153745.00,Capital,,6153745.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,EC/EU,,Cash,OCT-DEC,2002,EUR,180000000.00,Capital,,184612140.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Greece,GR,Cash,JAN-MAR,2003,EUR,2000000.00,Capital,,2078600.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Germany,DE,Cash,JAN-MAR,2003,EUR,8285033.03,Capital,,8610634.83,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,JAN-MAR,2003,NOK,200000000.00,Capital,,28781119.59,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,JAN-MAR,2003,USD,4948531.00,Capital,,4948531.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,JAN-MAR,2003,DKK,20000000.00,Capital,,2837080.64,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,JAN-MAR,2003,CHF,7643500.00,Capital,,5580093.15,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,JAN-MAR,2003,USD,49844745.87,Capital,,49844745.87,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,JAN-MAR,2003,USD,155254.13,Capital,,155254.13,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,France,FR,Cash,JAN-MAR,2003,USD,21000000.00,Capital,,21000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JAN-MAR,2003,EUR,6000000.00,Capital,,6445800.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,APR-JUN,2003,CAD,75000000.00,Capital,,51112549.83,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,APR-JUN,2003,JPY,6405000000,Capital,,53944791.86,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Russian Federation,RU,Cash,APR-JUN,2003,USD,5000000.00,Capital,,5000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Germany,DE,Cash,JUL-SEP,2003,EUR,7053723.41,Capital,,7906518.58,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,"Korea, Republic of",KR,Note,JUL-SEP,2003,USD,5000000.00,Capital,,5000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,"Korea, Republic of",KR,Note,JUL-SEP,2003,USD,5000000.00,Capital,,5000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JUL-SEP,2003,USD,6535375.00,Capital,,6535375.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JUL-SEP,2003,USD,88129.00,Capital,,88129.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,AfDB,,Note,JUL-SEP,2003,USD,6342707.00,Capital,,6342707.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,IBRD,,Cash,JUL-SEP,2003,USD,240000000.00,Capital,,240000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,OCT-DEC,2003,USD,3578367.00,Capital,,3578367.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2003,NOK,125000000.00,Capital,,18050541.52,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,OCT-DEC,2003,DKK,23000000.00,Capital,,3832055.98,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,OCT-DEC,2003,CHF,1250041.33,Capital,,998834.46,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,OCT-DEC,2003,CHF,1783985.95,Capital,,1425478.20,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,OCT-DEC,2003,USD,20000000.00,Capital,,20000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Switzerland,CH,Cash,OCT-DEC,2003,CHF,1880939.53,Capital,,1508855.71,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,OCT-DEC,2003,USD,15000000.00,Capital,,15000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JAN-MAR,2004,EUR,5045638.00,Capital,,6399483.59,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,EC/EU,,Cash,JAN-MAR,2004,EUR,7492426.41,Capital,,9502794.26,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,EC/EU,,Cash,JAN-MAR,2004,EUR,100000000.00,Capital,,126016000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Iceland,IS,Cash,JAN-MAR,2004,USD,375000.00,Capital,,375000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Spain,ES,Cash,JAN-MAR,2004,USD,20000000.00,Capital,,20000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Russian Federation,RU,Cash,JAN-MAR,2004,USD,5000000.00,Capital,,5000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,JAN-MAR,2004,USD,6818447.00,Capital,,6818447.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Belgium,BE,Cash,JUL-SEP,2004,USD,1100000.00,Capital,,1100000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,IBRD,,Cash,OCT-DEC,2004,USD,240000000.00,Capital,,240000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,OCT-DEC,2004,USD,77000000.00,Capital,,77000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2004,NOK,40000000.00,Capital,,6451612.90,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Denmark,DK,Cash,OCT-DEC,2004,DKK,97000000.00,Capital,,17553288.71,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2004,NOK,181710000.00,Capital,,29980201.29,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Sweden,SE,Cash,OCT-DEC,2004,SEK,180000000.00,Capital,,26358178.36,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JAN-MAR,2005,EUR,2000000.00,Capital,,2656200.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JAN-MAR,2005,EUR,3020608.00,Capital,,4011669.48,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Iceland,IS,Cash,JAN-MAR,2005,USD,375000.00,Capital,,375000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Canada,CA,Cash,JAN-MAR,2005,CAD,34400000.00,Capital,,28104575.16,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,NDF,,Cash,APR-JUN,2005,USD,1570488.00,Capital,,1570488.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,IBRD,,Cash,APR-JUN,2005,USD,100000000.00,Capital,,100000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Russian Federation,RU,Cash,JUL-SEP,2005,USD,5000000.00,Capital,,5000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United Kingdom,GB,Cash,JUL-SEP,2005,USD,20000000.00,Capital,,20000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,IBRD,,Cash,JUL-SEP,2005,USD,210000000.00,Capital,,210000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,United States,US,Note,JUL-SEP,2005,USD,74557500.00,Capital,,74557500.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2005,NOK,44300000.00,Capital,,6790833.14,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2005,NOK,114400000.00,Capital,,17236443.62,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Norway,NO,Cash,OCT-DEC,2005,NOK,65310000.00,Capital,,9840141.03,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Japan,JP,Cash,OCT-DEC,2005,USD,39396741.47,Capital,,39396741.47,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Russian Federation,RU,Cash,OCT-DEC,2005,USD,5000000.00,Capital,,5000000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Netherlands,NL,Cash,OCT-DEC,2005,EUR,12010000.00,Capital,,14200984.30,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Finland,FI,Cash,JAN-MAR,2006,EUR,5000000.00,Capital,,6047500.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Germany,DE,Cash,JAN-MAR,2006,EUR,10000000.00,Capital,,12245000.00,Other
2013-12-31T00:00:00.000,Debt Relief Trust Fund,Austria,AT,Cash,JAN-MAR,2006,EUR,3640000.00,Capital,,4342520.00,Other
