As of Date,Fund Name,Donor Name,Donor Country Code,Receipt Type,Receipt Quarter,Calendar Year,Receipt Currency,Receipt Amount,Contribution Type,Sub Account,Amount in USD,Sector/Theme
2013-12-31T00:00:00.000,Adaptation Fund,Private Citizens Miscellaneous,,Cash,JUL-SEP,2009,USD,156.31,Grant,,156.31,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6547500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Private Citizens Miscellaneous,,Cash,APR-JUN,2010,USD,238.95,Grant,,238.95,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Germany,DE,Cash,OCT-DEC,2013,EUR,10000000.00,Grant,,13687000.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6239500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6365500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Private Citizens Miscellaneous,,Cash,JUL-SEP,2009,USD,171.00,Grant,,171.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6667500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6659500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Monaco,MC,Cash,APR-JUN,2010,EUR,10000.00,Grant,,12197.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6073500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Sweden,SE,Cash,OCT-DEC,2010,SEK,100000000.00,Grant,,14634646.06,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Finland,FI,Cash,JAN-MAR,2011,USD,67534.00,Grant,,67534.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Germany,DE,Cash,OCT-DEC,2010,EUR,10000000.00,Grant,,13883000.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6269000.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Japan,JP,Cash,JAN-MAR,2011,USD,5693.00,Grant,,5693.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Switzerland,CH,Cash,JAN-MAR,2011,USD,77668.00,Grant,,77668.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Norway,NO,Cash,JAN-MAR,2011,USD,87700.00,Grant,,87700.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6207500.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Switzerland,CH,Cash,OCT-DEC,2013,CHF,10000000.00,Grant,,10936132.98,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Spain,ES,Cash,APR-JUN,2010,EUR,5000000.00,Grant,,6025500.01,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Japan,JP,Cash,OCT-DEC,2011,USD,2395.48,Grant,,2395.48,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Switzerland,CH,Cash,OCT-DEC,2011,CHF,3000000.00,Grant,,3189792.66,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Sweden,SE,Cash,OCT-DEC,2012,SEK,100000000.00,Grant,,15042570.48,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Norway,NO,Cash,OCT-DEC,2013,NOK,15000000.00,Grant,,2439381.38,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Private Citizens Miscellaneous,,Cash,APR-JUN,2012,GBP,325.51,Grant,,504.07,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Sweden,SE,Cash,OCT-DEC,2011,SEK,100000000.00,Grant,,14528126.46,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,United Kingdom,GB,Cash,JAN-MAR,2012,GBP,10000000.00,Grant,,15915000.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Germany,DE,Cash,OCT-DEC,2013,EUR,20000000.00,Grant,,27146999.99,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Belgium,BE,Cash,APR-JUN,2013,EUR,1200000.00,Grant,,1586400.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,France,FR,Cash,JUL-SEP,2013,USD,53340.00,Grant,,53340.00,Environment/Climate Change
2013-12-31T00:00:00.000,Adaptation Fund,Sweden,SE,Cash,JUL-SEP,2013,SEK,100000000.00,Grant,,15178422.36,Environment/Climate Change
2013-12-31T00:00:00.000,AgResults,Gates,,Cash,OCT-DEC,2013,USD,10000000.00,Grant,,10000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,Canada,CA,Cash,APR-JUN,2013,CAD,10000000.00,Grant,,9859016.07,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,United Kingdom,GB,Cash,JUL-SEP,2013,GBP,2100000.00,Grant,,3320310.00,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,Australia,AU,Cash,JUL-SEP,2013,AUD,7500000.00,Grant,,6726000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,Canada,CA,Cash,APR-JUN,2013,CAD,8786585.00,Grant,,8617467.20,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,Australia,AU,Cash,APR-JUN,2013,AUD,5157850.42,Grant,,4778232.63,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,United States,US,Cash,JUL-SEP,2013,USD,6016633.00,Grant,,6016633.00,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,United Kingdom,GB,Cash,APR-JUN,2013,GBP,2100000.00,Grant,,3224340.00,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,Gates,,Cash,APR-JUN,2013,USD,3253125.06,Grant,,3253125.06,Agriculture and Food Security
2013-12-31T00:00:00.000,AgResults,Australia,AU,Cash,APR-JUN,2013,AUD,7500000.00,Grant,,6925500.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,950000.00,Grant,,1241080.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,France,FR,Cash,OCT-DEC,2011,EUR,200000.00,Grant,,268720.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,France,FR,Cash,OCT-DEC,2011,EUR,600000.00,Grant,,804480.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,OCT-DEC,2011,USD,8000000.00,Grant,,8000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,OCT-DEC,2011,USD,9000000.00,Grant,,9000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2011,USD,17241136.00,Grant,,17241136.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Italy,IT,Cash,OCT-DEC,2011,EUR,500000.00,Grant,,679750.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2011,GBP,15000000.00,Grant,,23797500.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Italy,IT,Cash,OCT-DEC,2013,EUR,800000.00,Grant,,1080480.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,OCT-DEC,2011,USD,500000.00,Grant,,500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Sweden,SE,Cash,OCT-DEC,2013,SEK,143000000.00,Grant,,21896580.76,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Netherlands,NL,Cash,OCT-DEC,2013,USD,1996973.00,Grant,,1996973.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Sweden,SE,Cash,OCT-DEC,2013,SEK,115000000.00,Grant,,17609138.38,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2013,AUD,547804.00,Grant,,516140.93,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2013,GBP,101381.63,Grant,,165840.07,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Netherlands,NL,Cash,OCT-DEC,2013,USD,9417989.00,Grant,,9417989.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2013,AUD,357646.00,Grant,,324599.51,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,JAN-MAR,2011,GBP,10250000.00,Grant,,16366175.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Netherlands,NL,Cash,JAN-MAR,2011,EUR,4000000.00,Grant,,5390000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Sweden,SE,Cash,JAN-MAR,2011,SEK,48200000.00,Grant,,7256522.59,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Sweden,SE,Cash,JAN-MAR,2011,SEK,63300000.00,Grant,,9529831.53,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,APR-JUN,2011,AUD,6509880.00,Grant,,6945390.97,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Canada,CA,Cash,OCT-DEC,2013,CAD,225000.00,Grant,,216179.86,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2013,AUD,232064.29,Grant,,210412.69,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2013,GBP,20000000.00,Grant,,32760000.01,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,JUL-SEP,2013,USD,1174908.00,Grant,,1174908.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Japan,JP,Cash,OCT-DEC,2013,USD,157766.00,Grant,,157766.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Japan,JP,Cash,OCT-DEC,2013,USD,686000.00,Grant,,686000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Japan,JP,Cash,OCT-DEC,2013,USD,2753800.00,Grant,,2753800.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,1666666.00,Grant,,1666666.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,28250.38,Grant,,28250.38,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,1384268.62,Grant,,1384268.62,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2013,AUD,400889.00,Grant,,376815.62,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,20159.14,Grant,,20159.14,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Portugal,PT,Cash,APR-JUN,2011,EUR,200000.00,Grant,,288640.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,987797.86,Grant,,987797.86,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Ireland,IE,Cash,APR-JUN,2011,EUR,900000.00,Grant,,1334610.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Ireland,IE,Cash,APR-JUN,2011,EUR,852500.00,Grant,,1264172.25,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,New Zealand,NZ,Cash,APR-JUN,2011,NZD,2500000.00,Grant,,2014250.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,APR-JUN,2011,USD,1776088.00,Grant,,1776088.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Nigeria,NG,Cash,APR-JUN,2011,USD,171396.72,Grant,,171396.72,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,15999.98,Grant,,15999.98,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2013,USD,783999.02,Grant,,783999.02,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,IBRD,,Cash,APR-JUN,2011,USD,30000000.00,Grant,,30000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,IBRD,,Cash,APR-JUN,2011,USD,20000000.00,Grant,,20000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Russian Federation,RU,Cash,JUL-SEP,2011,USD,1500000.00,Grant,,1500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Russian Federation,RU,Cash,JUL-SEP,2011,USD,1500000.00,Grant,,1500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Turkey,TR,Cash,JUL-SEP,2011,USD,45000.00,Grant,,45000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Denmark,DK,Cash,OCT-DEC,2011,DKK,30000000.00,Grant,,5456231.92,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Switzerland,CH,Cash,JUL-SEP,2011,CHF,4560000.00,Grant,,5058797.43,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Switzerland,CH,Cash,JUL-SEP,2011,CHF,1900000.00,Grant,,2107832.26,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Switzerland,CH,Cash,JUL-SEP,2011,CHF,2250000.00,Grant,,2496117.15,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,JUL-SEP,2011,USD,15340627.46,Grant,,15340627.46,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Norway,NO,Cash,JUL-SEP,2011,NOK,110000000.00,Grant,,19945602.90,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,JUL-SEP,2011,GBP,15000000.00,Grant,,24250500.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Luxembourg,LU,Cash,OCT-DEC,2011,EUR,600000.00,Grant,,828600.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Italy,IT,Cash,JUL-SEP,2011,EUR,600000.00,Grant,,853920.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2011,USD,10901717.00,Grant,,10901717.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Turkey,TR,Cash,JUL-SEP,2011,USD,455000.00,Grant,,455000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Italy,IT,Cash,JUL-SEP,2011,EUR,100000.00,Grant,,138080.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Spain,ES,Cash,OCT-DEC,2011,USD,500000.00,Grant,,500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2013,AUD,533565.00,Grant,,486557.92,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Switzerland,CH,Cash,JUL-SEP,2011,CHF,5290000.00,Grant,,5868648.77,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,JUL-SEP,2011,USD,1500000.00,Grant,,1500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,IBRD,,Cash,OCT-DEC,2011,USD,50000000.00,Grant,,50000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Portugal,PT,Cash,JUL-SEP,2011,EUR,250000.00,Grant,,345200.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,France,FR,Cash,OCT-DEC,2011,EUR,500000.00,Grant,,651450.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Russian Federation,RU,Cash,OCT-DEC,2011,USD,500000.00,Grant,,500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Canada,CA,Cash,OCT-DEC,2011,CAD,1500000.00,Grant,,1452503.15,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Sweden,SE,Cash,OCT-DEC,2011,SEK,115000000.00,Grant,,16637731.48,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Italy,IT,Cash,OCT-DEC,2011,EUR,155126.67,Grant,,202719.53,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Italy,IT,Cash,OCT-DEC,2011,EUR,42078.00,Grant,,54987.53,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Japan,JP,Cash,JAN-MAR,2012,USD,79415.00,Grant,,79415.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Japan,JP,Cash,JAN-MAR,2012,USD,700000.00,Grant,,700000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Japan,JP,Cash,JAN-MAR,2012,USD,1029365.00,Grant,,1029365.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2012,GBP,2000000.00,Grant,,3205800.01,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,OCT-DEC,2012,USD,21000000.00,Grant,,21000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,OCT-DEC,2012,USD,62029484.00,Grant,,62029484.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,OCT-DEC,2012,USD,5965857.05,Grant,,5965857.05,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Ireland,IE,Cash,JUL-SEP,2012,EUR,1000000.00,Grant,,1236100.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Ireland,IE,Cash,JUL-SEP,2012,EUR,2630000.00,Grant,,3250943.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Mexico,MX,Cash,JUL-SEP,2012,USD,500000.00,Grant,,500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Finland,FI,Cash,OCT-DEC,2012,EUR,1000000.00,Grant,,1296600.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Finland,FI,Cash,OCT-DEC,2012,EUR,1000000.00,Grant,,1296600.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Finland,FI,Cash,OCT-DEC,2012,EUR,1000000.00,Grant,,1296600.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Switzerland,CH,Cash,OCT-DEC,2012,CHF,6210000.00,Grant,,6672397.12,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Luxembourg,LU,Cash,OCT-DEC,2012,EUR,280000.00,Grant,,361592.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2012,USD,6124052.00,Grant,,6124052.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,321856.12,Grant,,420472.84,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,2673700.00,Grant,,3492921.68,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,727400.00,Grant,,950275.36,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,770200.00,Grant,,1006189.28,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Russian Federation,RU,Cash,JUL-SEP,2012,USD,500000.00,Grant,,500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,India,IN,Cash,OCT-DEC,2012,INR,20000000.00,Grant,,381715.81,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Canada,CA,Cash,JAN-MAR,2012,CAD,1000000.00,Grant,,1009570.73,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,JUL-SEP,2012,USD,6894037.00,Grant,,6894037.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2012,AUD,329640.82,Grant,,343749.45,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Netherlands,NL,Cash,OCT-DEC,2012,USD,1974515.00,Grant,,1974515.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Finland,FI,Cash,JAN-MAR,2012,EUR,1000000.00,Grant,,1278400.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,"Korea, Republic of",KR,Cash,OCT-DEC,2012,USD,304500.00,Grant,,304500.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Sweden,SE,Cash,OCT-DEC,2012,SEK,135000000.00,Grant,,20649148.04,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,APR-JUN,2012,AUD,2610000.00,Grant,,2609217.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,APR-JUN,2012,AUD,5481000.00,Grant,,5479355.70,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,New Zealand,NZ,Cash,APR-JUN,2012,NZD,2500000.00,Grant,,1964500.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,475000.00,Grant,,620540.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,950000.00,Grant,,1241080.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,855000.00,Grant,,1116972.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,980000.00,Grant,,1280272.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,EC/EU,,Cash,OCT-DEC,2012,EUR,2090000.00,Grant,,2730376.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,JAN-MAR,2012,AUD,2923465.00,Grant,,3150910.58,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,JAN-MAR,2012,AUD,5707645.00,Grant,,6151699.78,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Turkey,TR,Cash,OCT-DEC,2012,USD,500000.00,Grant,,500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Finland,FI,Cash,JAN-MAR,2012,EUR,1000000.00,Grant,,1278400.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2012,GBP,16000000.00,Grant,,25827200.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,IBRD,,Cash,OCT-DEC,2012,USD,50000000.00,Grant,,50000000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Spain,ES,Cash,OCT-DEC,2013,EUR,120000.00,Grant,,165144.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,India,IN,Cash,APR-JUN,2012,INR,24320000.00,Grant,,459822.27,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Portugal,PT,Cash,JUL-SEP,2012,EUR,225000.00,Grant,,275242.50,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,JUL-SEP,2012,USD,1500000.00,Grant,,1500000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Ireland,IE,Cash,OCT-DEC,2012,EUR,490000.00,Grant,,649740.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2012,AUD,6821500.00,Grant,,7077988.40,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2013,GBP,1000000.00,Grant,,1636300.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Netherlands,NL,Cash,OCT-DEC,2012,USD,5800000.00,Grant,,5800000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,OCT-DEC,2012,USD,2156840.00,Grant,,2156840.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Finland,FI,Cash,JAN-MAR,2012,EUR,1000000.00,Grant,,1278400.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,South Africa,ZA,Cash,APR-JUN,2012,USD,100000.00,Grant,,100000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United Kingdom,GB,Cash,OCT-DEC,2011,GBP,15000000.00,Grant,,23506500.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Spain,ES,Cash,OCT-DEC,2012,EUR,30000.00,Grant,,39747.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,China,CN,Cash,OCT-DEC,2012,USD,2660000.00,Grant,,2660000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,India,IN,Cash,APR-JUN,2012,INR,37500000.00,Grant,,709018.72,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,United States,US,Cash,JUL-SEP,2012,USD,23361817.00,Grant,,23361817.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Switzerland,CH,Cash,OCT-DEC,2012,CHF,1290000.00,Grant,,1386053.51,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,JUL-SEP,2012,AUD,1583627.00,Grant,,1662808.35,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Gates,,Cash,APR-JUN,2012,USD,1625454.00,Grant,,1625454.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Australia,AU,Cash,OCT-DEC,2012,AUD,184228.57,Grant,,192666.24,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,IFAD,,Cash,JAN-MAR,2013,USD,2627778.58,Grant,,2627778.58,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Nigeria,NG,Cash,JAN-MAR,2013,USD,4138.71,Grant,,4138.71,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Nigeria,NG,Cash,JAN-MAR,2013,USD,50000.00,Grant,,50000.00,Agriculture and Food Security
2013-12-31T00:00:00.000,CGIAR Fund,Nigeria,NG,Cash,JAN-MAR,2013,USD,47242.33,Grant,,47242.33,Agriculture and Food Security
